Acoustic porosity,Bulk density (g/cc),Vp(0) (km/s),Vs(0) (km/s),C33 (GPa),C44 (GPa)
0.0639,2.65,4.45,2.71,52.47,19.50
0.0655,2.64,4.40,2.68,51.12,18.98
0.0685,2.63,4.36,2.65,49.98,18.46
0.0713,2.62,4.31,2.62,48.82,17.97
0.0734,2.62,4.27,2.59,47.88,17.57
0.0749,2.63,4.24,2.56,47.32,17.28
0.0755,2.64,4.12,2.49,44.75,16.31
0.0761,2.63,4.01,2.42,42.19,15.36
0.0769,2.62,3.93,2.37,40.47,14.65
0.0771,2.62,3.98,2.38,41.33,14.87
0.0768,2.62,4.02,2.41,42.36,15.26
0.0766,2.64,4.13,2.48,44.98,16.25
0.0764,2.64,4.25,2.56,47.76,17.31
0.076,2.65,4.32,2.61,49.39,18.04
0.0753,2.65,4.25,2.57,47.91,17.57
0.074,2.66,4.19,2.54,46.58,17.13
0.0722,2.67,4.18,2.54,46.59,17.19
0.0711,2.69,4.20,2.55,47.42,17.49
0.07,2.69,4.23,2.57,48.13,17.75
0.0675,2.69,4.28,2.61,49.40,18.27
0.0651,2.68,4.34,2.65,50.58,18.79
0.0631,2.68,4.35,2.66,50.86,18.98
0.0615,2.69,4.35,2.66,50.90,19.06
0.0608,2.69,4.35,2.67,51.03,19.12
0.06,2.69,4.36,2.67,51.04,19.14
0.0589,2.68,4.28,2.62,49.08,18.39
0.0583,2.67,4.19,2.57,46.88,17.63
0.0581,2.66,4.21,2.59,47.14,17.84
0.0582,2.64,4.31,2.65,49.08,18.52
0.0582,2.63,4.41,2.71,51.16,19.27
0.0588,2.62,4.49,2.75,52.82,19.88
0.0597,2.62,4.55,2.79,54.33,20.40
0.0605,2.63,4.52,2.77,53.77,20.15
0.0614,2.63,4.46,2.73,52.37,19.58
0.062,2.64,4.39,2.69,50.88,19.00
0.0627,2.63,4.33,2.65,49.39,18.43
0.0648,2.63,4.27,2.60,48.00,17.82
0.0671,2.63,4.20,2.55,46.45,17.14
0.069,2.63,4.10,2.49,44.33,16.30
0.0698,2.64,4.07,2.47,43.77,16.09
0.0706,2.65,4.04,2.45,43.22,15.89
0.0722,2.65,4.03,2.44,43.11,15.81
0.0738,2.65,4.01,2.43,42.65,15.60
0.075,2.64,4.04,2.44,43.14,15.72
0.0755,2.65,4.09,2.47,44.29,16.12
0.0755,2.65,4.12,2.49,45.06,16.44
0.0755,2.67,4.15,2.51,45.92,16.80
0.0755,2.68,4.13,2.50,45.65,16.73
0.0757,2.68,4.09,2.47,44.78,16.36
0.076,2.67,4.05,2.44,43.81,15.97
0.0761,2.67,4.07,2.46,44.14,16.08
0.0762,2.66,4.09,2.47,44.50,16.20
0.0763,2.66,4.18,2.53,46.44,16.96
0.0765,2.66,4.26,2.57,48.24,17.61
0.0773,2.65,4.35,2.62,50.13,18.24
0.0782,2.64,4.41,2.65,51.38,18.63
0.0785,2.63,4.40,2.65,51.09,18.50
0.0788,2.63,4.40,2.65,50.90,18.40
0.0794,2.63,4.37,2.63,50.25,18.15
0.0801,2.63,4.31,2.59,48.87,17.63
0.0811,2.63,4.25,2.55,47.52,17.07
0.0816,2.62,4.26,2.55,47.44,17.01
0.0822,2.62,4.26,2.55,47.39,16.95
0.0832,2.61,4.26,2.55,47.42,16.94
0.0843,2.62,4.25,2.54,47.32,16.86
0.0855,2.62,4.26,2.54,47.58,16.88
0.0866,2.62,4.28,2.54,47.89,16.93
0.0871,2.62,4.23,2.51,46.88,16.56
0.0876,2.62,4.18,2.48,45.83,16.16
0.0881,2.62,4.13,2.45,44.55,15.66
0.0879,2.61,4.08,2.42,43.54,15.29
0.0862,2.62,4.02,2.39,42.37,14.92
0.0831,2.63,4.02,2.39,42.33,14.98
0.0811,2.63,4.06,2.42,43.35,15.41
0.0792,2.62,4.11,2.45,44.19,15.77
0.075,2.60,4.11,2.47,44.01,15.86
0.0711,2.59,4.16,2.51,44.91,16.29
0.0675,2.60,4.29,2.60,47.76,17.48
0.0658,2.61,4.47,2.72,52.34,19.27
0.0641,2.63,4.68,2.85,57.59,21.33
0.0605,2.65,4.88,2.99,62.89,23.60
0.0569,2.65,5.01,3.08,66.62,25.22
0.0539,2.66,5.00,3.08,66.46,25.24
0.0513,2.67,4.89,3.01,63.89,24.21
0.0502,2.67,4.79,2.95,61.36,23.24
0.0491,2.66,4.70,2.89,58.87,22.28
0.0472,2.66,4.66,2.86,57.74,21.75
0.047,2.65,4.67,2.86,57.86,21.76
0.0483,2.65,4.70,2.88,58.55,22.00
0.0493,2.64,4.74,2.90,59.28,22.23
0.0503,2.62,4.78,2.93,59.91,22.43
0.0523,2.60,4.78,2.92,59.43,22.16
0.0531,2.60,4.73,2.89,58.17,21.69
0.0524,2.61,4.69,2.87,57.56,21.51
0.051,2.63,4.66,2.85,57.01,21.32
0.0501,2.63,4.60,2.81,55.65,20.80
0.0492,2.63,4.54,2.77,54.09,20.20
0.0471,2.62,4.53,2.77,53.84,20.05
0.0444,2.63,4.52,2.76,53.72,20.07
0.0415,2.64,4.51,2.77,53.72,20.27
0.0402,2.65,4.60,2.82,56.15,21.13
0.0389,2.65,4.69,2.88,58.50,21.96
0.0365,2.65,4.85,2.97,62.33,23.32
0.0342,2.65,5.02,3.06,66.82,24.83
0.0316,2.66,5.19,3.16,71.55,26.56
0.0291,2.67,5.28,3.21,74.53,27.51
0.0282,2.68,5.24,3.18,73.44,27.15
0.0273,2.67,5.19,3.16,72.03,26.66
0.0268,2.66,5.14,3.13,70.27,26.02
0.0273,2.66,5.15,3.14,70.56,26.22
0.0283,2.66,5.20,3.18,71.99,26.90
0.0292,2.66,5.22,3.20,72.44,27.18
0.0296,2.65,5.11,3.13,69.22,25.99
0.0299,2.65,5.00,3.06,66.20,24.88
0.0304,2.65,4.88,2.99,63.07,23.65
0.0307,2.65,4.80,2.94,61.15,22.87
0.0306,2.65,4.77,2.91,60.26,22.40
0.0304,2.65,4.87,2.96,62.81,23.29
0.0302,2.65,4.97,3.03,65.48,24.23
0.0297,2.64,5.08,3.09,68.16,25.31
0.0291,2.65,5.13,3.13,69.82,26.01
0.0283,2.66,5.17,3.15,70.84,26.40
0.027,2.66,5.16,3.15,70.59,26.29
0.0261,2.65,5.18,3.16,70.93,26.37
0.0252,2.64,5.20,3.17,71.25,26.45
0.0231,2.64,5.24,3.19,72.46,26.80
0.0211,2.64,5.29,3.21,74.07,27.24
0.0195,2.65,5.33,3.22,75.14,27.49
0.0189,2.66,5.32,3.21,75.04,27.41
0.0183,2.66,5.31,3.20,74.94,27.33
0.0172,2.67,5.34,3.22,76.12,27.70
0.016,2.67,5.41,3.26,78.16,28.34
0.0146,2.68,5.47,3.29,80.14,28.93
0.0134,2.68,5.41,3.24,78.32,28.17
0.013,2.66,5.31,3.18,75.08,26.94
0.0125,2.65,5.21,3.12,71.83,25.69
0.0121,2.63,5.18,3.09,70.71,25.15
0.0124,2.63,5.17,3.08,70.48,25.02
0.0134,2.65,5.27,3.15,73.63,26.22
0.0142,2.67,5.33,3.19,75.67,27.13
0.0151,2.68,5.39,3.24,77.62,28.01
0.0172,2.68,5.29,3.19,74.90,27.27
0.0192,2.68,5.16,3.11,71.34,25.87
0.0204,2.67,4.99,3.00,66.62,23.96
0.0209,2.66,4.77,2.88,60.38,22.01
0.021,2.65,4.62,2.80,56.44,20.77
0.0211,2.65,4.48,2.73,53.01,19.70
0.0212,2.65,4.47,2.72,52.93,19.56
0.0214,2.65,4.53,2.75,54.40,20.04
0.0215,2.65,4.72,2.87,59.01,21.79
0.0214,2.64,4.91,2.97,63.65,23.38
0.0214,2.64,5.11,3.09,68.87,25.19
0.0209,2.64,5.19,3.14,70.93,26.06
0.02,2.63,5.28,3.21,73.30,27.03
0.0188,2.61,5.28,3.20,72.80,26.73
0.0173,2.60,5.39,3.25,75.60,27.56
0.0166,2.60,5.39,3.25,75.55,27.48
0.0159,2.60,5.39,3.25,75.62,27.45
0.0153,2.60,5.39,3.24,75.53,27.35
0.0155,2.59,5.28,3.18,72.33,26.14
0.0163,2.58,4.90,2.95,62.06,22.45
0.0176,2.58,4.82,2.90,59.93,21.73
0.0184,2.60,4.82,2.91,60.28,22.04
0.0192,2.62,4.82,2.92,60.75,22.38
0.021,2.64,4.73,2.88,59.02,21.78
0.0231,2.64,4.73,2.88,59.21,21.96
0.0252,2.64,4.73,2.89,59.22,22.02
0.0262,2.64,4.84,2.95,61.86,23.02
0.0273,2.64,4.95,3.02,64.67,24.09
0.0292,2.63,5.03,3.08,66.67,24.92
0.0308,2.63,5.07,3.10,67.50,25.25
0.0322,2.62,5.06,3.09,67.18,25.13
0.0332,2.63,5.03,3.08,66.58,24.95
0.0335,2.64,4.96,3.04,65.08,24.43
0.0338,2.64,4.90,3.00,63.38,23.83
0.0343,2.63,4.84,2.96,61.61,23.12
0.0348,2.62,4.77,2.92,59.71,22.39
0.0356,2.63,4.71,2.88,58.21,21.86
0.036,2.63,4.73,2.90,58.88,22.13
0.0364,2.63,4.75,2.91,59.47,22.36
0.0372,2.63,4.77,2.93,59.93,22.52
0.038,2.62,4.74,2.91,59.04,22.18
0.0387,2.62,4.72,2.89,58.37,21.92
0.0394,2.62,4.72,2.89,58.47,21.95
0.0398,2.63,4.71,2.89,58.34,21.94
0.0402,2.63,4.71,2.89,58.25,21.94
0.041,2.64,4.74,2.91,59.32,22.36
0.0419,2.65,4.77,2.93,60.31,22.76
0.0429,2.67,4.70,2.89,59.04,22.35
0.0435,2.68,4.65,2.86,57.99,21.98
0.0442,2.68,4.60,2.84,56.76,21.55
0.0457,2.67,4.61,2.84,56.95,21.60
0.0471,2.67,4.62,2.84,57.03,21.63
0.0487,2.68,4.65,2.86,57.95,21.97
0.0502,2.69,4.69,2.88,59.26,22.41
0.0506,2.70,4.63,2.85,57.86,21.95
0.0509,2.70,4.57,2.82,56.37,21.45
0.0509,2.70,4.51,2.78,55.04,20.88
0.0505,2.70,4.51,2.77,54.79,20.69
0.0503,2.69,4.50,2.76,54.45,20.47
0.0508,2.67,4.51,2.76,54.42,20.44
0.051,2.66,4.55,2.78,54.89,20.55
0.0513,2.65,4.58,2.80,55.60,20.74
0.0517,2.66,4.64,2.84,57.14,21.47
0.052,2.68,4.69,2.89,59.07,22.37
0.052,2.70,4.73,2.91,60.59,22.88
0.052,2.71,4.74,2.91,60.87,22.96
0.0519,2.71,4.74,2.91,60.81,22.92
0.0519,2.70,4.65,2.85,58.40,21.98
0.0518,2.70,4.57,2.81,56.18,21.25
0.0514,2.70,4.53,2.79,55.33,20.97
0.0511,2.71,4.50,2.77,54.80,20.72
0.0512,2.71,4.48,2.76,54.52,20.62
0.0512,2.71,4.47,2.75,54.11,20.48
0.0514,2.70,4.47,2.75,54.02,20.45
0.0511,2.69,4.47,2.74,53.76,20.29
0.0504,2.69,4.48,2.75,54.04,20.37
0.0501,2.69,4.51,2.77,54.64,20.58
0.0497,2.68,4.54,2.78,55.23,20.79
0.049,2.68,4.58,2.81,56.09,21.20
0.0482,2.67,4.65,2.86,57.69,21.79
0.0468,2.67,4.71,2.89,59.14,22.30
0.045,2.66,4.76,2.92,60.28,22.69
0.044,2.65,4.79,2.94,60.89,22.91
0.043,2.64,4.83,2.96,61.55,23.15
0.0408,2.64,4.77,2.92,60.06,22.55
0.0385,2.65,4.73,2.89,59.18,22.17
0.0365,2.66,4.74,2.90,59.63,22.31
0.0357,2.67,4.78,2.92,60.97,22.78
0.0349,2.67,4.83,2.95,62.24,23.22
0.0339,2.67,4.91,3.00,64.33,23.98
0.0333,2.67,4.97,3.03,66.00,24.54
0.0321,2.67,4.99,3.04,66.36,24.64
0.0304,2.66,5.00,3.05,66.47,24.72
0.0294,2.66,5.02,3.06,67.02,24.87
0.0284,2.65,5.05,3.07,67.55,25.01
0.0264,2.65,5.04,3.06,67.38,24.89
0.0248,2.65,5.05,3.06,67.75,24.91
0.0233,2.67,5.03,3.04,67.52,24.71
0.0226,2.68,4.98,3.01,66.60,24.34
0.0219,2.69,4.94,2.98,65.59,23.95
0.0207,2.69,5.00,3.02,67.18,24.48
0.0199,2.69,5.06,3.05,69.05,25.12
0.0197,2.69,5.12,3.09,70.58,25.68
0.02,2.69,5.20,3.14,72.65,26.50
0.0201,2.69,5.23,3.15,73.39,26.75
0.0203,2.68,5.26,3.17,74.09,26.99
0.0205,2.68,5.29,3.19,75.04,27.30
0.0208,2.67,5.33,3.21,75.93,27.62
0.0214,2.67,5.30,3.20,75.06,27.33
0.0221,2.67,5.25,3.17,73.78,26.86
0.0225,2.67,5.17,3.12,71.24,26.03
0.0229,2.67,5.08,3.08,68.81,25.24
0.0237,2.66,4.98,3.01,66.06,24.15
0.025,2.66,4.93,2.98,64.60,23.66
0.0268,2.65,4.92,2.99,64.16,23.63
0.028,2.64,4.97,3.02,65.09,23.98
0.0292,2.63,5.02,3.04,66.28,24.42
0.0316,2.65,5.10,3.10,68.81,25.49
0.0337,2.67,5.12,3.13,69.98,26.06
0.0352,2.69,4.98,3.04,66.71,24.90
0.0364,2.70,4.79,2.92,61.88,22.96
0.037,2.70,4.63,2.83,57.94,21.64
0.0377,2.70,4.48,2.75,54.30,20.44
0.0394,2.70,4.44,2.72,53.14,19.99
0.0414,2.70,4.49,2.75,54.49,20.44
0.0434,2.70,4.55,2.78,55.77,20.85
0.0445,2.69,4.56,2.78,55.80,20.84
0.0456,2.68,4.56,2.79,55.80,20.82
0.0481,2.67,4.56,2.80,55.72,20.90
0.0502,2.67,4.55,2.79,55.25,20.79
0.0518,2.67,4.52,2.77,54.58,20.56
0.0529,2.68,4.48,2.75,53.86,20.31
0.0534,2.69,4.38,2.69,51.75,19.54
0.054,2.70,4.29,2.64,49.66,18.78
0.0551,2.70,4.21,2.59,47.81,18.07
0.0565,2.69,4.19,2.57,47.25,17.85
0.0577,2.69,4.19,2.57,47.18,17.80
0.058,2.68,4.23,2.60,48.00,18.08
0.0584,2.68,4.27,2.62,48.88,18.38
0.0584,2.68,4.33,2.66,50.21,18.86
0.0584,2.68,4.35,2.66,50.58,18.97
0.0586,2.68,4.32,2.65,50.13,18.79
0.0586,2.69,4.31,2.64,49.94,18.72
0.0583,2.70,4.29,2.63,49.73,18.65
0.058,2.71,4.27,2.62,49.50,18.57
0.0572,2.72,4.26,2.62,49.30,18.61
0.0565,2.71,4.29,2.65,50.01,18.99
0.0559,2.70,4.32,2.66,50.41,19.11
0.0552,2.69,4.31,2.65,49.96,18.89
0.0547,2.69,4.32,2.66,50.18,19.01
0.0542,2.70,4.33,2.66,50.59,19.20
0.053,2.72,4.34,2.68,51.28,19.47
0.052,2.72,4.35,2.68,51.54,19.53
0.0512,2.72,4.38,2.69,52.12,19.69
0.051,2.71,4.41,2.71,52.70,19.91
0.0508,2.69,4.45,2.73,53.25,20.11
0.0504,2.68,4.49,2.76,53.94,20.37
0.0498,2.67,4.50,2.77,54.20,20.44
0.0494,2.67,4.51,2.77,54.25,20.44
0.0493,2.66,4.55,2.79,55.05,20.72
0.0492,2.66,4.59,2.81,56.00,21.07
0.0492,2.66,4.63,2.84,57.06,21.46
0.0484,2.67,4.71,2.88,59.16,22.18
0.0468,2.68,4.78,2.92,61.32,22.89
0.0444,2.68,4.80,2.93,61.84,23.01
0.0431,2.68,4.81,2.94,62.13,23.15
0.0418,2.68,4.82,2.95,62.38,23.27
0.0392,2.68,4.84,2.96,62.88,23.47
0.0369,2.69,4.83,2.95,62.80,23.45
0.0349,2.71,4.83,2.95,63.10,23.62
0.0332,2.72,4.83,2.96,63.62,23.94
0.0325,2.74,4.82,2.96,63.72,23.94
0.0318,2.74,4.82,2.95,63.68,23.89
0.0306,2.75,4.90,3.01,66.04,24.80
0.0295,2.74,5.02,3.07,69.21,25.86
0.0286,2.73,5.10,3.11,71.05,26.33
0.0283,2.72,5.13,3.12,71.50,26.47
0.0281,2.71,5.16,3.14,72.01,26.63
0.0284,2.70,5.09,3.10,69.98,25.93
0.0297,2.70,5.00,3.04,67.58,25.04
0.0319,2.71,4.97,3.02,67.08,24.78
0.0345,2.72,4.94,3.00,66.29,24.50
0.0357,2.71,4.88,2.97,64.40,23.84
0.037,2.69,4.81,2.93,62.41,23.14
0.0389,2.68,4.77,2.91,61.03,22.69
0.0401,2.67,4.66,2.84,57.94,21.56
0.041,2.67,4.59,2.80,56.12,20.94
0.0413,2.67,4.57,2.80,55.67,20.83
0.0416,2.66,4.55,2.79,55.21,20.72
0.0418,2.66,4.57,2.80,55.51,20.80
0.0418,2.65,4.65,2.85,57.51,21.59
0.0415,2.66,4.73,2.90,59.52,22.33
0.0412,2.66,4.76,2.92,60.45,22.64
0.0408,2.67,4.77,2.92,60.92,22.74
0.0404,2.68,4.79,2.92,61.32,22.82
0.039,2.68,4.80,2.92,61.89,22.94
0.037,2.69,4.83,2.94,62.64,23.19
0.0351,2.69,4.86,2.96,63.65,23.58
0.0337,2.69,4.88,2.97,64.20,23.80
0.0334,2.68,4.89,2.98,63.97,23.76
0.0331,2.67,4.89,2.98,63.72,23.71
0.0335,2.66,4.94,3.02,65.08,24.27
0.0349,2.67,5.02,3.07,67.38,25.21
0.0371,2.68,5.04,3.08,68.15,25.49
0.0386,2.69,5.00,3.03,67.03,24.74
0.0401,2.69,4.95,2.99,65.87,24.00
0.0433,2.69,4.82,2.91,62.45,22.73
0.0464,2.69,4.65,2.82,58.19,21.39
0.0488,2.68,4.54,2.78,55.27,20.65
0.051,2.67,4.44,2.72,52.69,19.77
0.0523,2.67,4.34,2.66,50.29,18.84
0.0536,2.66,4.25,2.60,48.05,17.97
0.0564,2.66,4.22,2.57,47.25,17.54
0.0588,2.66,4.20,2.56,46.78,17.35
0.0603,2.66,4.20,2.56,47.04,17.50
0.0608,2.67,4.22,2.58,47.55,17.72
0.0612,2.68,4.23,2.59,47.97,17.91
0.0615,2.67,4.20,2.57,47.08,17.62
0.061,2.67,4.19,2.57,46.84,17.55
0.0599,2.66,4.22,2.58,47.36,17.76
0.0585,2.67,4.26,2.62,48.45,18.25
0.0577,2.67,4.40,2.70,51.66,19.49
0.0568,2.68,4.54,2.79,55.11,20.82
0.0551,2.68,4.63,2.84,57.35,21.55
0.0539,2.67,4.66,2.85,58.01,21.75
0.0533,2.67,4.62,2.83,56.95,21.43
0.0532,2.67,4.55,2.79,55.31,20.86
0.0532,2.67,4.49,2.76,53.74,20.30
0.0535,2.67,4.53,2.78,54.75,20.63
0.0542,2.67,4.62,2.83,57.01,21.43
0.0553,2.67,4.68,2.87,58.35,21.96
0.0565,2.66,4.65,2.85,57.38,21.63
0.0572,2.65,4.55,2.79,54.87,20.68
0.0578,2.66,4.45,2.73,52.66,19.84
0.0591,2.66,4.34,2.66,50.03,18.76
0.06,2.66,4.29,2.62,48.92,18.29
0.0605,2.66,4.32,2.64,49.72,18.57
0.0611,2.67,4.36,2.67,50.78,18.99
0.0614,2.67,4.39,2.68,51.37,19.21
0.0617,2.67,4.41,2.70,51.89,19.41
0.0623,2.66,4.43,2.71,52.17,19.49
0.0625,2.66,4.44,2.71,52.39,19.55
0.0624,2.66,4.45,2.72,52.52,19.61
0.0622,2.66,4.43,2.71,52.15,19.51
0.0621,2.67,4.41,2.70,51.88,19.46
0.0616,2.68,4.37,2.68,51.26,19.28
0.0613,2.69,4.34,2.66,50.54,19.06
0.061,2.69,4.29,2.63,49.43,18.66
0.0605,2.68,4.25,2.61,48.39,18.24
0.0602,2.67,4.25,2.61,48.40,18.22
0.0599,2.67,4.26,2.61,48.51,18.25
0.0593,2.68,4.28,2.63,49.18,18.51
0.0591,2.70,4.30,2.64,49.93,18.84
0.0589,2.71,4.33,2.66,50.74,19.14
0.0588,2.72,4.34,2.66,51.22,19.28
0.0587,2.72,4.35,2.67,51.56,19.36
0.0585,2.72,4.36,2.67,51.69,19.38
0.0581,2.72,4.37,2.68,51.89,19.48
0.0573,2.71,4.36,2.67,51.49,19.34
0.0561,2.71,4.35,2.67,51.30,19.28
0.0555,2.71,4.37,2.68,51.69,19.45
0.0549,2.70,4.39,2.69,52.01,19.60
0.0538,2.69,4.40,2.70,51.98,19.63
0.053,2.68,4.46,2.74,53.41,20.14
0.0525,2.68,4.53,2.78,54.93,20.70
0.0523,2.68,4.57,2.80,55.88,21.04
0.0521,2.68,4.61,2.83,56.94,21.42
0.0518,2.69,4.71,2.89,59.52,22.39
0.0517,2.69,4.74,2.91,60.43,22.72
0.0512,2.68,4.72,2.89,59.68,22.42
0.05,2.67,4.72,2.89,59.53,22.31
0.0489,2.67,4.68,2.87,58.58,21.96
0.0478,2.67,4.64,2.84,57.66,21.62
0.0447,2.67,4.62,2.83,57.06,21.39
0.0415,2.67,4.61,2.81,56.63,21.13
0.0384,2.67,4.55,2.77,55.33,20.54
0.037,2.67,4.58,2.79,56.05,20.84
0.0357,2.68,4.60,2.81,56.75,21.13
0.0336,2.68,4.74,2.90,60.19,22.59
0.0322,2.68,4.91,3.02,64.63,24.42
0.0314,2.69,5.12,3.15,70.62,26.78
0.0309,2.71,5.34,3.29,77.24,29.25
0.0305,2.72,5.33,3.28,77.38,29.23
0.0301,2.73,5.32,3.27,77.31,29.12
0.0289,2.73,5.06,3.10,69.71,26.20
0.0278,2.72,4.79,2.92,62.23,23.20
0.0273,2.71,4.54,2.76,55.89,20.60
0.0275,2.71,4.37,2.65,51.70,18.97
0.0279,2.71,4.40,2.68,52.50,19.39
0.0283,2.71,4.44,2.70,53.26,19.81
0.0298,2.70,4.54,2.77,55.66,20.74
0.032,2.70,4.63,2.83,57.86,21.64
0.0344,2.69,4.71,2.88,59.74,22.40
0.0354,2.69,4.80,2.94,62.04,23.20
0.0364,2.69,4.90,2.99,64.60,24.09
0.0373,2.70,4.99,3.05,67.07,25.09
0.037,2.70,5.01,3.07,67.86,25.41
0.0361,2.70,4.94,3.02,65.81,24.59
0.0351,2.69,4.74,2.89,60.51,22.39
0.0346,2.68,4.55,2.77,55.57,20.59
0.034,2.68,4.37,2.67,51.27,19.04
0.0329,2.68,4.38,2.67,51.49,19.10
0.0319,2.68,4.49,2.73,54.21,20.05
0.0313,2.69,4.72,2.87,59.84,22.14
0.0312,2.69,4.90,2.98,64.46,23.78
0.0311,2.68,5.09,3.09,69.59,25.59
0.0311,2.68,5.03,3.06,67.71,25.04
0.0315,2.68,4.92,3.00,64.91,24.17
0.0324,2.69,4.90,2.99,64.52,24.14
0.0333,2.70,4.94,3.02,66.03,24.71
0.0337,2.71,4.99,3.06,67.57,25.29
0.0341,2.71,5.05,3.09,68.97,25.82
0.0352,2.70,5.00,3.07,67.68,25.48
0.0364,2.69,4.78,2.94,61.51,23.29
0.0373,2.68,4.50,2.77,54.27,20.53
0.0377,2.67,4.34,2.67,50.35,19.07
0.0382,2.67,4.19,2.58,46.98,17.82
0.0393,2.68,4.20,2.58,47.16,17.79
0.0406,2.68,4.29,2.64,49.30,18.61
0.0422,2.67,4.41,2.71,52.06,19.67
0.0439,2.67,4.53,2.79,54.98,20.77
0.0447,2.68,4.60,2.82,56.76,21.37
0.0455,2.69,4.67,2.86,58.63,22.02
0.0462,2.69,4.71,2.89,59.64,22.45
0.0461,2.68,4.73,2.91,60.00,22.67
0.0457,2.67,4.67,2.88,58.36,22.12
0.0453,2.66,4.63,2.85,57.07,21.61
0.0451,2.66,4.62,2.84,56.69,21.41
0.0449,2.66,4.60,2.83,56.35,21.23
0.0449,2.66,4.56,2.80,55.33,20.77
0.0455,2.65,4.56,2.79,55.14,20.68
0.0469,2.65,4.57,2.80,55.28,20.72
0.0478,2.65,4.56,2.79,55.13,20.66
0.0488,2.65,4.56,2.79,55.10,20.65
0.0511,2.66,4.59,2.81,56.12,21.06
0.0536,2.67,4.61,2.83,56.72,21.35
0.0558,2.67,4.57,2.81,55.78,21.04
0.0577,2.67,4.52,2.78,54.71,20.61
0.0584,2.67,4.47,2.74,53.42,20.08
0.0592,2.65,4.43,2.71,52.04,19.50
0.0603,2.64,4.41,2.70,51.30,19.17
0.0608,2.63,4.42,2.69,51.22,19.02
0.0606,2.63,4.42,2.69,51.38,18.98
0.0603,2.63,4.39,2.67,50.65,18.72
0.06,2.64,4.35,2.65,49.97,18.48
0.0591,2.65,4.25,2.59,47.84,17.76
0.058,2.65,4.19,2.56,46.66,17.39
0.0566,2.66,4.21,2.58,47.23,17.67
0.055,2.67,4.29,2.64,49.17,18.56
0.0541,2.68,4.47,2.74,53.48,20.18
0.0532,2.68,4.66,2.86,58.23,21.98
0.0513,2.68,4.79,2.95,61.47,23.24
0.0496,2.67,4.79,2.95,61.33,23.20
0.0476,2.66,4.77,2.93,60.63,22.91
0.0464,2.66,4.73,2.91,59.48,22.46
0.0451,2.65,4.69,2.88,58.48,22.07
0.0422,2.66,4.68,2.87,58.09,21.84
0.0394,2.66,4.68,2.86,58.33,21.82
0.037,2.65,4.68,2.85,58.06,21.62
0.035,2.65,4.65,2.84,57.27,21.33
0.0342,2.65,4.62,2.82,56.52,21.07
0.0334,2.65,4.59,2.81,56.00,20.89
0.0318,2.66,4.61,2.82,56.52,21.25
0.03,2.67,4.68,2.87,58.50,22.05
0.0277,2.67,4.82,2.95,62.04,23.30
0.0263,2.68,4.94,3.02,65.36,24.41
0.025,2.69,5.07,3.09,69.12,25.66
0.0218,2.70,5.14,3.12,71.23,26.26
0.0185,2.70,5.13,3.10,70.97,25.96
0.0155,2.69,5.07,3.06,69.30,25.25
0.0132,2.69,5.09,3.07,69.55,25.30
0.0124,2.69,5.17,3.11,71.97,26.06
0.0117,2.69,5.26,3.16,74.50,26.84
0.0109,2.68,5.34,3.21,76.48,27.58
0.0109,2.68,5.42,3.27,78.78,28.56
0.0113,2.67,5.43,3.28,78.82,28.79
0.012,2.67,5.39,3.27,77.74,28.55
0.0124,2.68,5.36,3.24,76.79,28.12
0.0129,2.68,5.32,3.21,75.84,27.70
0.0141,2.68,5.23,3.16,73.20,26.74
0.0159,2.68,5.18,3.14,71.86,26.32
0.0182,2.67,5.10,3.10,69.57,25.63
0.0196,2.67,5.08,3.10,68.89,25.59
0.0209,2.67,5.06,3.09,68.32,25.58
0.0234,2.68,5.11,3.13,69.84,26.19
0.0255,2.68,5.13,3.14,70.47,26.35
0.0272,2.68,5.13,3.13,70.45,26.20
0.0286,2.67,5.02,3.06,67.27,24.92
0.0292,2.66,4.84,2.95,62.26,23.08
0.0299,2.65,4.67,2.85,57.82,21.46
0.031,2.65,4.59,2.80,55.73,20.75
0.0319,2.65,4.57,2.80,55.46,20.76
0.0325,2.66,4.71,2.88,58.91,22.07
0.0328,2.67,4.90,2.99,64.20,23.90
0.033,2.67,5.12,3.12,70.09,25.95
0.0333,2.67,5.20,3.17,72.35,26.82
0.0333,2.67,5.23,3.19,73.07,27.09
0.0328,2.67,5.17,3.15,71.43,26.42
0.032,2.68,5.05,3.06,68.25,25.15
0.0315,2.69,4.96,3.01,66.20,24.38
0.0309,2.69,4.88,2.96,64.14,23.61
0.0299,2.69,4.84,2.93,62.99,23.16
0.0292,2.69,4.84,2.94,62.99,23.22
0.0288,2.68,4.84,2.95,63.00,23.31
0.0288,2.68,4.78,2.90,61.21,22.63
0.0289,2.68,4.71,2.86,59.47,21.98
0.0298,2.68,4.72,2.86,59.62,21.92
0.0324,2.68,4.78,2.90,61.11,22.61
0.0365,2.69,4.91,3.01,64.84,24.32
0.0408,2.69,5.15,3.16,71.36,26.88
0.0426,2.69,5.17,3.17,72.00,27.13
0.0444,2.68,5.19,3.19,72.39,27.28
0.0468,2.67,4.88,3.00,63.45,23.99
0.0477,2.65,4.50,2.77,53.53,20.24
0.0473,2.62,4.17,2.54,45.54,16.88
0.0467,2.60,3.96,2.39,40.72,14.86
0.0465,2.58,3.91,2.36,39.51,14.41
0.0463,2.58,3.86,2.33,38.56,14.05
0.0461,2.60,3.94,2.39,40.34,14.81
